2022-09-30 11:45:34,493:INFO:batery,83
2022-09-30 11:45:34,594:INFO:batery,83
2022-09-30 11:45:34,697:INFO:batery,83
2022-09-30 11:45:34,798:INFO:batery,83
2022-09-30 11:45:34,900:INFO:batery,83
2022-09-30 11:45:35,002:INFO:batery,83
2022-09-30 11:45:35,104:INFO:batery,83
2022-09-30 11:45:35,206:INFO:batery,83
2022-09-30 11:45:35,308:INFO:batery,83
2022-09-30 11:45:35,410:INFO:batery,83
2022-09-30 11:45:35,512:INFO:batery,83
2022-09-30 11:45:35,614:INFO:batery,83
2022-09-30 11:45:35,717:INFO:batery,83
2022-09-30 11:45:35,818:INFO:batery,83
2022-09-30 11:45:35,920:INFO:batery,83
2022-09-30 11:45:36,023:INFO:batery,83
2022-09-30 11:45:36,132:INFO:batery,83
2022-09-30 11:45:36,246:INFO:batery,83
2022-09-30 11:45:36,328:INFO:batery,83
2022-09-30 11:45:36,431:INFO:batery,83
2022-09-30 11:45:36,534:INFO:batery,83
2022-09-30 11:45:36,637:INFO:batery,83
2022-09-30 11:45:36,738:INFO:batery,83
2022-09-30 11:45:36,847:INFO:batery,83
2022-09-30 11:45:36,889:INFO:batery,83
2022-09-30 11:45:36,992:INFO:batery,83
2022-09-30 11:45:37,093:INFO:batery,83
2022-09-30 11:45:37,195:INFO:batery,83
2022-09-30 11:45:37,297:INFO:batery,83
2022-09-30 11:45:37,399:INFO:batery,83
2022-09-30 11:45:37,501:INFO:batery,83
2022-09-30 11:45:37,603:INFO:batery,83
2022-09-30 11:45:37,709:INFO:batery,83
2022-09-30 11:45:37,807:INFO:batery,83
2022-09-30 11:45:37,909:INFO:batery,83
2022-09-30 11:45:38,011:INFO:batery,83
2022-09-30 11:45:38,113:INFO:batery,83
2022-09-30 11:45:38,222:INFO:batery,83
2022-09-30 11:45:38,318:INFO:batery,83
2022-09-30 11:45:38,420:INFO:batery,83
2022-09-30 11:45:38,521:INFO:batery,83
2022-09-30 11:45:38,628:INFO:batery,83
2022-09-30 11:45:38,725:INFO:batery,83
2022-09-30 11:45:38,827:INFO:batery,83
2022-09-30 11:45:38,929:INFO:batery,83
2022-09-30 11:45:39,031:INFO:batery,83
2022-09-30 11:45:39,138:INFO:batery,83
2022-09-30 11:45:39,236:INFO:batery,83
2022-09-30 11:45:39,337:INFO:batery,83
2022-09-30 11:45:39,439:INFO:batery,83
2022-09-30 11:45:39,541:INFO:batery,83
2022-09-30 11:45:39,643:INFO:batery,83
2022-09-30 11:45:39,745:INFO:batery,83
2022-09-30 11:45:39,847:INFO:batery,83
2022-09-30 11:45:39,949:INFO:batery,83
2022-09-30 11:45:40,053:INFO:batery,83
2022-09-30 11:45:40,153:INFO:batery,83
2022-09-30 11:45:40,256:INFO:batery,83
2022-09-30 11:45:40,306:INFO:batery,83
2022-09-30 11:45:40,459:INFO:batery,83
2022-09-30 11:45:40,561:INFO:batery,83
2022-09-30 11:45:40,612:INFO:batery,83
2022-09-30 11:45:40,714:INFO:batery,83
2022-09-30 11:45:40,817:INFO:batery,83
2022-09-30 11:45:40,918:INFO:batery,83
2022-09-30 11:45:41,020:INFO:batery,83
2022-09-30 11:45:41,122:INFO:batery,83
2022-09-30 11:45:41,224:INFO:batery,83
2022-09-30 11:45:41,327:INFO:batery,83
2022-09-30 11:45:41,429:INFO:batery,83
2022-09-30 11:45:41,530:INFO:batery,83
2022-09-30 11:45:41,632:INFO:batery,83
2022-09-30 11:45:41,735:INFO:batery,83
2022-09-30 11:45:41,836:INFO:batery,83
2022-09-30 11:45:41,938:INFO:batery,83
2022-09-30 11:45:42,041:INFO:batery,83
2022-09-30 11:45:42,143:INFO:batery,83
2022-09-30 11:45:42,245:INFO:batery,83
2022-09-30 11:45:42,354:INFO:batery,83
2022-09-30 11:45:42,450:INFO:batery,83
2022-09-30 11:45:42,553:INFO:batery,83
2022-09-30 11:45:42,655:INFO:batery,83
2022-09-30 11:45:42,757:INFO:batery,83
2022-09-30 11:45:42,860:INFO:batery,83
2022-09-30 11:45:42,958:INFO:batery,83
2022-09-30 11:45:43,060:INFO:batery,83
2022-09-30 11:45:43,162:INFO:batery,83
2022-09-30 11:45:43,253:ERROR:[Errno 9] Bad file descriptor
2022-09-30 11:57:39,049:INFO:batery,81
2022-09-30 11:57:39,188:INFO:batery,81
2022-09-30 11:57:39,192:INFO:batery,81
2022-09-30 11:57:39,329:INFO:batery,81
2022-09-30 11:57:39,464:INFO:batery,81
2022-09-30 11:57:39,498:INFO:batery,81
2022-09-30 11:57:39,601:INFO:batery,81
2022-09-30 11:57:39,704:INFO:batery,81
2022-09-30 11:57:39,808:INFO:batery,81
2022-09-30 11:57:39,907:INFO:batery,81
2022-09-30 11:57:40,009:INFO:batery,81
2022-09-30 11:57:40,111:INFO:batery,81
2022-09-30 11:57:40,213:INFO:batery,81
